member_number,member_seed,epoch,training_nll,training_mean_mae,training_supported_variance_mean,development_nll,development_mean_mae,development_supported_variance_mean,development_minimum_clamp_fraction,development_maximum_clamp_fraction,learning_rate,gradient_updates_this_epoch,cumulative_gradient_updates,maximum_raw_gradient_norm,training_seconds,development_seconds,improved,best_epoch,best_development_nll,best_development_mean_mae,epochs_without_improvement
1,20260720,11,-0.2984919534657804,0.2098165713868205,0.0833771853564941,-0.3380964915066896,0.213487411786276,0.0905854281589269,0.0549751634620099,0.0,0.0005,719,7909,297.2681884765625,110.02003651699852,9.777909144999285,True,11,-0.3380964915066896,0.213487411786276,0
1,20260720,12,-0.2820935805843384,0.2099863913694322,0.0847798167932275,-0.0839210790037324,0.234211409802075,0.078203235544511,0.0,0.0,0.0005,719,8628,522.6618041992188,110.1609234610005,9.96320063100211,False,11,-0.3380964915066896,0.213487411786276,1
1,20260720,13,-0.3076075446838605,0.2077847407363463,0.0836772159493042,-0.2962492502731826,0.2117885272332899,0.082784336342052,0.0426409196084408,0.0,0.0005,719,9347,363.08740234375,110.1484385190015,9.763871822997316,False,11,-0.3380964915066896,0.213487411786276,2
1,20260720,14,-0.3025490408152907,0.2077292827569047,0.0844986139762784,-0.2930928341659209,0.2096240279153464,0.0821806489010749,0.0298407038130015,0.0,0.0005,719,10066,396.140625,110.03003945999808,10.09105500199803,False,11,-0.3380964915066896,0.213487411786276,3
1,20260720,15,-0.2916822977303442,0.207951043959666,0.0854394768867424,-0.2150597273372077,0.2141019215994905,0.0610234833448561,0.062712797789983,0.0,0.00025,719,10785,542.4671020507812,110.0923711059986,9.961134639001102,False,11,-0.3380964915066896,0.213487411786276,4
1,20260720,16,-0.3603575302161253,0.2046975907876785,0.0813590984141456,-0.376695723283141,0.2133640078770611,0.075004343568698,0.041456423135001,0.0,0.00025,719,11504,298.8708801269531,110.13000533100058,9.820735630000854,True,16,-0.376695723283141,0.2133640078770611,0
1,20260720,17,-0.3494428030434194,0.2050144473215114,0.0815806241559081,-0.4009924371230232,0.210106770199707,0.0870115557319751,0.0422887697179947,0.0,0.00025,719,12223,348.0552673339844,110.02737702900048,9.853097287999844,True,17,-0.4009924371230232,0.210106770199707,0
1,20260720,18,-0.3588404246444191,0.2045895884344502,0.0820230730138436,-0.2843843703947326,0.2117951709255219,0.0952118216945251,0.0585912151971185,0.0,0.00025,719,12942,319.14581298828125,110.03130381699884,9.9681481660009,False,17,-0.4009924371230232,0.210106770199707,1
1,20260720,19,-0.3684166812263134,0.2035827063558326,0.0815553896769353,-0.3883739965466264,0.2112260856806578,0.0893242698992347,0.0430520826543037,0.0,0.00025,719,13661,298.8914794921875,109.89745111199954,9.859406808998756,False,17,-0.4009924371230232,0.210106770199707,2
1,20260720,20,-0.3600527607686001,0.2037617014761165,0.0819742787678248,-0.276810089344054,0.2095853244233581,0.0802046866265108,0.0579633199511845,0.0,0.00025,719,14380,300.843994140625,110.03898207800012,9.722986659999153,False,17,-0.4009924371230232,0.210106770199707,3
1,20260720,21,-0.3543559333944289,0.203876070848417,0.0804158565864542,-0.3812582347385129,0.2085989864700195,0.0683017455454021,0.0458421856086869,0.0,0.000125,719,15099,418.1913146972656,110.08958849400004,9.889405969999643,False,17,-0.4009924371230232,0.210106770199707,4
1,20260720,22,-0.3986464013595631,0.2019560919171882,0.079587922392125,-0.3712415914404308,0.2099528237574243,0.0820468079228521,0.0812463661849311,0.0,0.000125,719,15818,311.4957580566406,110.10474161800084,9.801084669001284,False,17,-0.4009924371230232,0.210106770199707,5
1,20260720,23,-0.3992307860342175,0.2015435159827293,0.0816377137059139,-0.3278557285705827,0.2166160916537246,0.0758548630263996,0.0267377732863865,0.0,0.000125,719,16537,225.33929443359372,110.08719518900034,9.843116787000326,False,17,-0.4009924371230232,0.210106770199707,6
1,20260720,24,-0.3973223317581126,0.2013319534272012,0.078618845748832,-0.4187065294817591,0.2065005337088503,0.0778500663481616,0.0616371395091348,0.0,0.000125,719,17256,262.4324951171875,110.02707634499892,9.822225610001624,True,24,-0.4187065294817591,0.2065005337088503,0
1,20260720,25,-0.3977995877912314,0.2012965540696561,0.0808455118322064,-0.3437757112763068,0.2099804645116487,0.0776584157488489,0.037181126210233,0.0,0.000125,719,17975,298.5929870605469,110.0078815119996,10.045257173998834,False,24,-0.4187065294817591,0.2065005337088503,1
1,20260720,26,-0.4024071841102348,0.2010014730247212,0.0791397187142368,-0.3990844106681898,0.2077467644564299,0.0725866892322195,0.0599157993246118,0.0,0.000125,719,18694,281.6586303710937,110.01024178300212,9.876680237000985,False,24,-0.4187065294817591,0.2065005337088503,2
1,20260720,27,-0.4002164033796475,0.2011829486866313,0.0786252426153009,-0.4100764109823754,0.2077461740348428,0.0764279858575661,0.0686066028725739,0.0,0.000125,719,19413,301.09619140625,110.12308410399784,9.909632508999492,False,24,-0.4187065294817591,0.2065005337088503,3
1,20260720,28,-0.3998212031534267,0.2009653056404154,0.0797879282396234,-0.4110418381799226,0.2078538256103832,0.0802603519678064,0.0615356608986256,0.0,6.25e-05,719,20132,495.1744689941406,110.1540150150031,9.805844815000455,False,24,-0.4187065294817591,0.2065005337088503,4
1,20260720,29,-0.4177034629685987,0.200120970188862,0.0789519243684516,-0.3602673435109454,0.2096785070150634,0.0767619873577985,0.0762478412533225,0.0,6.25e-05,719,20851,267.5091552734375,110.00624169299772,9.797823369997786,False,24,-0.4187065294817591,0.2065005337088503,5
1,20260720,30,-0.4107705055858522,0.2002970129094705,0.0774376225822467,-0.4317582343917547,0.2057598376866578,0.0805854026406488,0.0816376123406631,0.0,6.25e-05,719,21570,296.10797119140625,110.13998532199912,9.990517055000964,True,30,-0.4317582343917547,0.2057598376866578,0
1,20260720,31,-0.4147047489531361,0.2000872150721158,0.0772971601007895,-0.3095818359913078,0.2091273874076233,0.0765471864893771,0.0622055348216509,0.0,6.25e-05,719,22289,262.44317626953125,110.19951873200262,9.761953172997892,False,30,-0.4317582343917547,0.2057598376866578,1
1,20260720,32,-0.4151307986431143,0.1996729893226993,0.0773007505834915,-0.4404884793169021,0.2051494025133846,0.075158835375847,0.0886752204205484,0.0,6.25e-05,719,23008,260.634033203125,110.0735717360003,9.969419439003104,True,32,-0.4404884793169021,0.2051494025133846,0
1,20260720,33,-0.4195767881557874,0.1996503744535267,0.0788528797425217,-0.3313393216655577,0.2080958496444011,0.0740226404500248,0.0666920453751871,0.0,6.25e-05,719,23727,209.9254150390625,110.1028168369994,9.86239160599871,False,32,-0.4404884793169021,0.2051494025133846,1
1,20260720,34,-0.4185345668804302,0.1994928308199663,0.0784476952673674,-0.3673387736335015,0.2086769569885891,0.0766931658951844,0.0728628377534584,0.0,6.25e-05,719,24446,320.1949768066406,110.1267990330016,9.911910712999088,False,32,-0.4404884793169021,0.2051494025133846,2
1,20260720,35,-0.4162000181971347,0.1995850414592704,0.0786152524023261,-0.3332223163078341,0.2065352909462944,0.072766059596059,0.0688687993465741,0.0,6.25e-05,719,25165,298.8267822265625,110.11448997099797,9.853398502000346,False,32,-0.4404884793169021,0.2051494025133846,3
1,20260720,36,-0.4217655513526274,0.1995054417582613,0.0774995314745327,-0.3823633932507936,0.2118821377483115,0.072878742568423,0.0689206327555643,0.0,3.125e-05,719,25884,277.5821533203125,110.03549365900108,10.259195674003422,False,32,-0.4404884793169021,0.2051494025133846,4
1,20260720,37,-0.4256612547855685,0.1992978246952351,0.0778904356992853,-0.4325396622985838,0.2057974776299839,0.0793653695719045,0.0802866624171019,0.0,3.125e-05,719,26603,223.53500366210935,110.30396127999848,9.871621354002857,False,32,-0.4404884793169021,0.2051494025133846,5
1,20260720,38,-0.4257860627341455,0.1991208746548768,0.0783179475658152,-0.4186289643896537,0.2050279903422831,0.0794490654028068,0.086588130087352,0.0,3.125e-05,719,27322,224.1475067138672,110.16034357999888,9.869927098003243,False,32,-0.4404884793169021,0.2051494025133846,6
1,20260720,39,-0.4254742415998238,0.1990303118848879,0.0774045916199044,-0.4074641856516482,0.2061856780170412,0.078215813763499,0.0723247918812806,0.0,3.125e-05,719,28041,240.6738128662109,110.07249655299891,9.855500929999836,False,32,-0.4404884793169021,0.2051494025133846,7
1,20260720,40,-0.4289081846582906,0.198897740863549,0.0783255587014874,-0.4159410684548866,0.2058146387581298,0.0781470984625009,0.0665361408035339,0.0,1.5625e-05,719,28760,199.46360778808597,110.05786874100158,9.795352961999017,False,32,-0.4404884793169021,0.2051494025133846,8
1,20260720,41,-0.433329165650625,0.1987736428752323,0.0775267601043005,-0.4363965011819576,0.2039207350225572,0.0779864190547635,0.0900572878413685,0.0,1.5625e-05,719,29479,214.6308135986328,110.21062205400084,9.915045006997389,False,32,-0.4404884793169021,0.2051494025133846,9
1,20260720,42,-0.4288205016319267,0.1987606408013171,0.0771632689661828,-0.3620149119556338,0.2065456820133358,0.0760478275595075,0.083578343570656,0.0,1.5625e-05,719,30198,282.6958923339844,110.0484111839978,9.771891602002142,False,32,-0.4404884793169021,0.2051494025133846,10
2,20260721,1,0.5193481287178217,0.3148073035743786,0.2218404372274716,0.2463966556622328,0.2475106221910039,0.1242729490433156,0.0,0.0,0.001,719,719,82.01472473144531,110.229617281002,10.07389546599734,True,1,0.2463966556622328,0.2475106221910039,0
2,20260721,2,0.1285568892729259,0.2373836706385482,0.1068073366224404,-0.0523727213474532,0.2261088221257011,0.1183090314839025,0.0,0.0,0.001,719,1438,139.96922302246094,110.22643670199976,9.838628934001465,True,2,-0.0523727213474532,0.2261088221257011,0
2,20260721,3,0.0690524693251767,0.2248633794541779,0.0960596849360097,-0.0149248203253762,0.2230405691811843,0.0820148740718591,0.0,0.0,0.001,719,2157,530.9074096679688,110.07839578900166,9.983488641999427,False,2,-0.0523727213474532,0.2261088221257011,1
2,20260721,4,0.155551153823617,0.2225032999558796,0.0942175355458612,-0.1473872033069936,0.2290228169908686,0.0825880892220406,0.0,0.0,0.001,719,2876,1413.901611328125,110.10802288599734,9.769711290999112,True,4,-0.1473872033069936,0.2290228169908686,0
2,20260721,5,0.0118673759762565,0.2203981555187702,0.0953888312352651,-0.2218986759980673,0.2259691722544035,0.09877250775229,0.0,0.0,0.001,719,3595,723.5487060546875,110.10258588899887,9.822446180998668,True,5,-0.2218986759980673,0.2259691722544035,0
2,20260721,6,-0.1076812827789116,0.2206238354814004,0.09503482431127,-0.2496934191797437,0.2175186865348719,0.0637148863939332,0.0002470406613745,0.0,0.001,719,4314,688.8756713867188,109.98894560500048,9.87187966899728,True,6,-0.2496934191797437,0.2175186865348719,0
2,20260721,7,-0.183844737513426,0.2162691904839759,0.0914984523574438,-0.2277318049462736,0.2286837268749282,0.0869508696646317,2.340822671160249e-07,0.0,0.001,719,5033,695.8294677734375,110.19133230399892,9.853120891999424,False,6,-0.2496934191797437,0.2175186865348719,1
2,20260721,8,-0.1790683716376654,0.2184183096805277,0.0945249465499045,-0.1671834887114884,0.2165659547195405,0.0877615837257052,0.0126914617507372,0.0,0.001,719,5752,547.6260986328125,110.02922622299955,9.72656096600258,False,6,-0.2496934191797437,0.2175186865348719,2
2,20260721,9,-0.2064113831643134,0.2207626748569155,0.1003831093699782,-0.2519399137839747,0.213271333533567,0.0710413072760579,0.0189774952334476,0.0,0.001,719,6471,530.8651733398438,107.01320770100028,10.111179814000025,True,9,-0.2519399137839747,0.213271333533567,0
2,20260721,10,-0.2559816369011567,0.2159995878131192,0.0912847749622345,-0.1253219102824286,0.2354089971039736,0.1078556964326426,0.0931561527787717,0.0,0.001,719,7190,387.1344299316406,109.13146025500008,9.77542938500028,False,9,-0.2519399137839747,0.213271333533567,1
2,20260721,11,-0.2220380985628592,0.2206441370977349,0.0962359801541333,-0.2273036757922457,0.2200673783973076,0.072396185216169,0.0048844897902531,0.0,0.001,719,7909,362.2380676269531,109.17714625000008,9.630409188999693,False,9,-0.2519399137839747,0.213271333533567,2
2,20260721,12,-0.2508325359972624,0.2150943903441633,0.0907973358622551,-0.3014203952684166,0.2135423082225554,0.0705708088457065,0.0720959196204501,0.0,0.001,719,8628,341.3760986328125,109.12697312099954,9.64263727800062,True,12,-0.3014203952684166,0.2135423082225554,0
2,20260721,13,-0.2109771229582333,0.2179992458692594,0.0889554993157538,-0.334906861822038,0.208817400614367,0.0935811009440751,0.0171364255940502,0.0,0.001,719,9347,596.2781982421875,109.06580896200012,9.716254857999957,True,13,-0.334906861822038,0.208817400614367,0
2,20260721,14,-0.2608709938427863,0.215315613489094,0.0911021942691077,-0.3261431097103738,0.2094577647090884,0.0737957273898437,0.0343764574368248,0.0,0.001,719,10066,383.4530334472656,109.10499340800015,9.65246254900012,False,13,-0.334906861822038,0.208817400614367,1
2,20260721,15,-0.3022982365284691,0.2108522272682207,0.0885666918870553,-0.3669410553817999,0.2115023090469913,0.0899983441720273,0.0614918307762905,0.0,0.001,719,10785,349.9443359375,108.9613967890009,9.666569474000426,True,15,-0.3669410553817999,0.2115023090469913,0
2,20260721,16,-0.2986220006509605,0.2115859203095437,0.0879188529839318,-0.3145404481883663,0.2136647010127466,0.0715221763981504,6.155781248657121e-05,0.0,0.001,719,11504,442.9257507324219,109.02495242999976,9.614742756000853,False,15,-0.3669410553817999,0.2115023090469913,1
2,20260721,17,-0.2732334269866077,0.215467080827957,0.0931957814892097,-0.1091133844058548,0.2117252427270113,0.082260803672837,0.0572682313026458,0.0,0.001,719,12223,434.0618896484375,108.96634853199976,9.712246977000175,False,15,-0.3669410553817999,0.2115023090469913,2
2,20260721,18,-0.2962455829929876,0.2101023914176631,0.0842195454172111,-0.3214288035389506,0.2112416299762151,0.0688836545841359,0.0387574061355474,0.0,0.001,719,12942,360.05047607421875,108.9096396469995,9.58791127099903,False,15,-0.3669410553817999,0.2115023090469913,3
2,20260721,19,-0.2786677153709817,0.2126350633108964,0.0892162675725306,-0.2049754476522867,0.228864982269123,0.0803473658848467,0.0450776333893767,0.0,0.0005,719,13661,517.8817749023438,109.06437233399993,9.82341439099946,False,15,-0.3669410553817999,0.2115023090469913,4
2,20260721,20,-0.3517273957374489,0.2059546669676143,0.0825149327304314,-0.390817769812455,0.2070307377554991,0.0751017188720587,0.0564341267487238,0.0,0.0005,719,14380,268.6148376464844,109.13519198899849,9.564199472000835,True,20,-0.390817769812455,0.2070307377554991,0
2,20260721,21,-0.3594903750621041,0.2046439868292684,0.0839532452925975,-0.4081063071632788,0.205545654546927,0.0926628724941477,0.0707611050678283,0.0,0.0005,719,15099,299.0694885253906,108.96630109500074,9.62788591699973,True,21,-0.4081063071632788,0.205545654546927,0
2,20260721,22,-0.3514695678022682,0.2048852895408538,0.0861070225702903,-0.3234469331695623,0.2204142484330485,0.0727983179394626,0.022844220112728,0.0,0.0005,719,15818,355.3287353515625,109.19962488199964,9.730985127000167,False,21,-0.4081063071632788,0.205545654546927,1
2,20260721,23,-0.3597332062592479,0.2041827275069819,0.0804635408573616,-0.4198704889049952,0.2053689989292778,0.0773463115207816,0.0608344802269862,0.0,0.0005,719,16537,356.16943359375,109.16523394700016,9.694157272999291,True,23,-0.4198704889049952,0.2053689989292778,0
2,20260721,24,-0.3735533345593907,0.2041489068659979,0.082554735758012,-0.3006056257768988,0.2171724092733302,0.0902903820902201,0.0012585475456888,0.0,0.0005,719,17256,292.69683837890625,109.14976532299988,9.640088252001078,False,23,-0.4198704889049952,0.2053689989292778,1
2,20260721,25,-0.3619689516518795,0.2043189918877196,0.0828852430072334,-0.3170028063747138,0.2140200059186609,0.0792740994646962,0.0495353494163063,0.0,0.0005,719,17975,273.55914306640625,109.09339195600114,9.59611865900115,False,23,-0.4198704889049952,0.2053689989292778,2
2,20260721,26,-0.3556956600304625,0.204759785322438,0.0808598417276731,-0.1658155606331283,0.2085806436584808,0.0805452281780151,0.0573406073177851,0.0,0.0005,719,18694,418.0489501953125,109.09867198099892,9.589332083000045,False,23,-0.4198704889049952,0.2053689989292778,3
2,20260721,27,-0.3851438699383954,0.2028654729856815,0.0771799406962576,-0.4104074326632136,0.2068998309465455,0.0803223156084866,0.0696548375011728,0.0,0.00025,719,19413,519.716064453125,108.9845391889994,9.573062036999543,False,23,-0.4198704889049952,0.2053689989292778,4
2,20260721,28,-0.4099921242231615,0.2003733369198159,0.0799426979713353,-0.3388386022678999,0.2070829112114462,0.0805053069152465,0.0888194502156023,0.0,0.00025,719,20132,326.0986633300781,108.95338415100014,9.720311199000207,False,23,-0.4198704889049952,0.2053689989292778,5
2,20260721,29,-0.4089675179361279,0.2009433792379436,0.079224805359812,-0.439185740100203,0.2042855841392191,0.0872820565797026,0.0890494980419842,0.0,0.00025,719,20851,357.4271850585937,109.16807550999874,9.6393987679985,True,29,-0.439185740100203,0.2042855841392191,0
2,20260721,30,-0.4164595549017866,0.1995832745343351,0.0781041359989424,-0.3693636363976117,0.2072104437866562,0.0744607817482746,0.0314032587155083,0.0,0.00025,719,21570,303.3765563964844,109.08338181999898,9.7738808769991,False,29,-0.439185740100203,0.2042855841392191,1
2,20260721,31,-0.4164623083759819,0.2002066097223374,0.0785543169210123,-0.4229899454411669,0.2085959353843368,0.0799216917076849,0.0981514203090283,0.0,0.00025,719,22289,294.0490417480469,109.06570615300006,9.63622201399994,False,29,-0.439185740100203,0.2042855841392191,2
2,20260721,32,-0.4222671869861583,0.1990715479796597,0.0796521502343343,-0.3073468123397803,0.2101609068263361,0.0815685459359569,0.0518303938422388,0.0,0.00025,719,23008,334.2870788574219,109.09482131300138,9.706819566999911,False,29,-0.439185740100203,0.2042855841392191,3
2,20260721,33,-0.4217587577484663,0.1992459464508326,0.0788149864393818,-0.2541361955297713,0.2281162486320956,0.0799320228881479,0.0667553767052711,0.0,0.000125,719,23727,299.98309326171875,109.16881597000064,9.65722690199982,False,29,-0.439185740100203,0.2042855841392191,4
2,20260721,34,-0.4336306314752694,0.1985434009203308,0.078241182613099,-0.3258697648540808,0.2056312418148511,0.0729361626221742,0.061746097235946,0.0,0.000125,719,24446,249.4418182373047,109.1899487690007,9.684562102998823,False,29,-0.439185740100203,0.2042855841392191,5
2,20260721,35,-0.4386004851133752,0.1978912688548453,0.0775651729331441,-0.3506087063006894,0.2044282500590852,0.0724729615741,0.0774958890286928,0.0,0.000125,719,25165,376.0850830078125,109.09202222900058,9.723892182999409,False,29,-0.439185740100203,0.2042855841392191,6
2,20260721,36,-0.4364437210623422,0.1978230643552248,0.0790906905034845,-0.4547017346489772,0.2015427827148176,0.0817403970683092,0.102404973448558,0.0,0.000125,719,25884,244.22596740722656,109.04679385800046,9.661813132999669,True,36,-0.4547017346489772,0.2015427827148176,0
2,20260721,37,-0.4408762125665029,0.1972891509494289,0.0785307154731206,-0.4097321354102857,0.2070487884230421,0.079447229042112,0.0844140742389561,0.0,0.000125,719,26603,291.96319580078125,109.3111432120004,9.81951829100035,False,36,-0.4547017346489772,0.2015427827148176,1
2,20260721,38,-0.4423366619699094,0.1971952459935501,0.0773680073722846,-0.3725661874045032,0.2050608809501585,0.078412758779555,0.0645608037959963,0.0,0.000125,719,27322,299.5355224609375,109.13935394500004,9.632922762000817,False,36,-0.4547017346489772,0.2015427827148176,2
2,20260721,39,-0.4466094237861797,0.1972549668242766,0.0787451860188923,-0.430298747885185,0.2029569721457018,0.0777800713312694,0.0609439405357847,0.0,0.000125,719,28041,268.3182067871094,108.996604603999,9.695052352999484,False,36,-0.4547017346489772,0.2015427827148176,3
2,20260721,40,-0.4473198309131377,0.1970048900092898,0.0768383760768173,-0.4391422740708299,0.2018464046843844,0.0681776267152139,0.09734189589767,0.0,6.25e-05,719,28760,258.8544006347656,109.22200604300087,9.607669291999628,False,36,-0.4547017346489772,0.2015427827148176,4
2,20260721,41,-0.4495614368204582,0.1964400244667697,0.0752503209004486,-0.3560360493865565,0.2033769443055906,0.0734006726677595,0.0821666467531785,0.0,6.25e-05,719,29479,281.9867858886719,109.1344448710006,9.603620398998828,False,36,-0.4547017346489772,0.2015427827148176,5
2,20260721,42,-0.4516000724891633,0.1965943276265434,0.0762758949930486,-0.4443628493554274,0.2028112285892463,0.081625238906571,0.0991342394112537,0.0,6.25e-05,719,30198,253.27328491210935,109.26478194599986,9.638386536000326,False,36,-0.4547017346489772,0.2015427827148176,6
2,20260721,43,-0.4504412207400091,0.1964317929809489,0.0757666988010013,-0.4346758069390893,0.2031199376621276,0.080240892778863,0.0956658848247911,0.0,6.25e-05,719,30917,320.2975158691406,109.20129271899896,9.761671386000671,False,36,-0.4547017346489772,0.2015427827148176,7
2,20260721,44,-0.4518856866518435,0.1962613052927778,0.0773288870565787,-0.4463375464341245,0.2028022069104256,0.0758234792980106,0.0856860338470417,0.0,3.125e-05,719,31636,473.1275329589844,109.21102315499957,9.666352423000715,False,36,-0.4547017346489772,0.2015427827148176,8
2,20260721,45,-0.4576717964612856,0.19603045551824,0.0770803904536916,-0.435926151060686,0.2022160151516224,0.0756306852767582,0.0895610754775191,0.0,3.125e-05,719,32355,248.8656311035156,109.18247831199916,9.686126214999604,False,36,-0.4547017346489772,0.2015427827148176,9
2,20260721,46,-0.4563956471216521,0.1958951111532622,0.0765400495052462,-0.42978085917414,0.2019238513266773,0.0781728714948724,0.089738421749579,0.0,3.125e-05,719,33074,288.8864440917969,109.29726278900124,9.666341207999722,False,36,-0.4547017346489772,0.2015427827148176,10
3,20260722,1,0.6308200151236799,0.3630228057186377,0.2912805628221416,0.4235253952243958,0.2870493809182887,0.1602347197921962,0.0,0.0,0.001,719,719,112.03274536132812,108.1079560649996,9.649152017998858,True,1,0.4235253952243958,0.2870493809182887,0
3,20260722,2,0.1516631188875804,0.2438415083046275,0.1180462462077439,-0.0091512792683432,0.2342169562528803,0.1067090291906435,0.0,0.0,0.001,719,1438,159.17926025390625,108.23089570699996,9.685116099999505,True,2,-0.0091512792683432,0.2342169562528803,0
3,20260722,3,-0.0284452205225771,0.2214785556705568,0.0910932325272977,-0.1984016844799635,0.219454707570471,0.0887988363195335,0.0,0.0,0.001,719,2157,883.2052001953125,108.20584444499946,9.658623503000854,True,3,-0.1984016844799635,0.219454707570471,0
3,20260722,4,0.0305601082292737,0.2221905307319278,0.0921507053349016,-0.1204963645501178,0.2225118377015962,0.0756363119054202,0.0,0.0,0.001,719,2876,817.5037231445312,108.35565937899992,9.71640907300025,False,3,-0.1984016844799635,0.219454707570471,1
3,20260722,5,-0.015873870337804,0.2232620362560375,0.0929182565379717,-0.1909391399348183,0.2185469345063164,0.0996331984338449,3.233305458835905e-06,0.0,0.001,719,3595,730.5855102539062,108.0380467620016,9.781976633999877,False,3,-0.1984016844799635,0.219454707570471,2
3,20260722,6,-0.070458844340125,0.221275647853119,0.0947063042324065,0.4402168216247433,0.2607024417917111,0.0867041833208013,1.1887464801244503e-06,0.0,0.001,719,4314,524.0087890625,108.34841814600075,9.697509585999796,False,3,-0.1984016844799635,0.219454707570471,3
3,20260722,7,-0.1609843018920911,0.2193903766817425,0.0927721008815951,-0.111281605424679,0.2406160101108487,0.0868530859310255,0.0017478176010017,0.0,0.0005,719,5033,258.36572265625,108.2118028090008,9.675482379998355,False,3,-0.1984016844799635,0.219454707570471,4
3,20260722,8,-0.2688091092136788,0.2127985383267112,0.0875335269776484,-0.1635360438480457,0.2223810288621275,0.0690731589711516,0.0066568563800894,0.0,0.0005,719,5752,378.4730224609375,108.43542605399853,9.717571356999542,False,3,-0.1984016844799635,0.219454707570471,5
3,20260722,9,-0.2843639645082185,0.2112425268764957,0.0855582703839173,-0.2771345718164647,0.2208274822920946,0.0837963223452502,0.0249980005339763,0.0,0.0005,719,6471,246.41749572753903,108.61394012500024,9.802286314999948,True,9,-0.2771345718164647,0.2208274822920946,0
3,20260722,10,-0.2857501528814665,0.2109188299845904,0.0873879636717754,-0.2033497468874419,0.2190669832512538,0.0766595624878876,0.0024141901573371,0.0,0.0005,719,7190,441.69927978515625,108.46539549700174,9.732520090001344,False,9,-0.2771345718164647,0.2208274822920946,1
3,20260722,11,-0.3027857971805661,0.2096064483774463,0.0867916294370032,-0.2588941661796905,0.2186747257848232,0.1006776492641596,0.0309833329776954,0.0,0.0005,719,7909,270.2579650878906,108.35572577599852,9.827425257000868,False,9,-0.2771345718164647,0.2208274822920946,2
3,20260722,12,-0.2963606662359002,0.2103079730470063,0.085456513070696,-0.1986943180921149,0.2156338706033212,0.0709596046746569,0.0106486479086153,0.0,0.0005,719,8628,364.1351623535156,108.4074685659998,9.702635880999878,False,9,-0.2771345718164647,0.2208274822920946,3
3,20260722,13,-0.295687346272706,0.2096166904754382,0.0848498044868888,-0.3003677591233456,0.2200816303526868,0.0786143001692715,0.0223706560714153,0.0,0.0005,719,9347,592.6952514648438,108.4948153739988,9.891847449000124,True,13,-0.3003677591233456,0.2200816303526868,0
