member_number,member_seed,epoch,training_mae,development_mae,learning_rate,gradient_updates_this_epoch,cumulative_gradient_updates,maximum_raw_gradient_norm,training_seconds,development_seconds,improved,best_epoch,best_development_mae,epochs_without_improvement
1,20260720,24,0.1938336658082063,0.2068334007459734,0.000125,719,17256,3.658225297927856,108.85835040700022,9.778389376999256,False,18,0.2048880968076011,6
1,20260720,25,0.1937344256423479,0.2074319050676591,0.000125,719,17975,3.751802921295166,108.83876083400172,9.7137207020005,False,18,0.2048880968076011,7
1,20260720,26,0.1936525170595154,0.2074977991247635,6.25e-05,719,18694,3.343693733215332,108.95821751400037,9.7364932269993,False,18,0.2048880968076011,8
1,20260720,27,0.1928792816963649,0.208509922713752,6.25e-05,719,19413,3.219637632369995,108.86780173899932,9.960108081999351,False,18,0.2048880968076011,9
1,20260720,28,0.1925303095781567,0.2036574743802335,6.25e-05,719,20132,3.3908920288085938,109.04676909199952,9.793100027998662,True,28,0.2036574743802335,0
1,20260720,29,0.1925028813326517,0.2038410335697175,6.25e-05,719,20851,3.30877685546875,108.85220475400092,9.791791653000471,False,28,0.2036574743802335,1
1,20260720,30,0.1924886319251177,0.2010964255073531,6.25e-05,719,21570,3.037832975387573,108.85450997299996,9.69693716800066,True,30,0.2010964255073531,0
1,20260720,31,0.1921354527238844,0.2062522013138305,6.25e-05,719,22289,4.625463962554932,108.93200199900092,9.899855519000994,False,30,0.2010964255073531,1
1,20260720,32,0.1920649537714882,0.2004360526997399,6.25e-05,719,23008,3.460955858230591,108.9351589429989,9.640341228001487,True,32,0.2004360526997399,0
1,20260720,33,0.1918309879645066,0.2075499559443829,6.25e-05,719,23727,3.246939420700073,108.93868001300144,9.81799619999947,False,32,0.2004360526997399,1
1,20260720,34,0.1918244970647848,0.207655253983695,6.25e-05,719,24446,3.264544725418091,109.01721745599934,9.716276684999684,False,32,0.2004360526997399,2
1,20260720,35,0.1918876347894097,0.2063313504069842,6.25e-05,719,25165,3.539468288421631,109.01568440200026,9.855976591999934,False,32,0.2004360526997399,3
1,20260720,36,0.1915925882896691,0.2057311225449517,3.125e-05,719,25884,3.468672037124634,108.93243136400088,9.816807526000048,False,32,0.2004360526997399,4
1,20260720,37,0.1913967466226771,0.2016039545755311,3.125e-05,719,26603,4.662321090698242,109.02290948900009,9.61585440899944,False,32,0.2004360526997399,5
1,20260720,38,0.1910835779476668,0.2074029113094762,3.125e-05,719,27322,3.316373825073242,108.99900215799973,9.74663818100089,False,32,0.2004360526997399,6
1,20260720,39,0.1912829978646674,0.2059274385208747,3.125e-05,719,28041,3.6425185203552246,108.91985163699974,9.791948023999794,False,32,0.2004360526997399,7
1,20260720,40,0.1910107067504369,0.2041614510883316,1.5625e-05,719,28760,3.4905574321746826,109.23849405799956,9.759546674999,False,32,0.2004360526997399,8
1,20260720,41,0.1908176475154383,0.2013677929985216,1.5625e-05,719,29479,3.459965944290161,109.06427849899956,9.688344079000672,False,32,0.2004360526997399,9
1,20260720,42,0.1906672255544552,0.2051533936356003,1.5625e-05,719,30198,3.456678628921509,109.02563912999904,9.77481362800063,False,32,0.2004360526997399,10
2,20260721,1,0.2780367717566873,0.2350612764309554,0.001,719,719,24.36487579345703,109.01407998300056,9.81276296299984,True,1,0.2350612764309554,0
2,20260721,2,0.2305085070909578,0.2197133535643803,0.001,719,1438,8.733569145202637,109.247557450999,9.76243494299888,True,2,0.2197133535643803,0
2,20260721,3,0.2189393429444993,0.2195258868544281,0.001,719,2157,4.992719650268555,108.84985311699891,9.687526276000426,True,3,0.2195258868544281,0
2,20260721,4,0.2129228190486483,0.2196953882630438,0.001,719,2876,4.088382244110107,108.88427679099914,9.762210844000949,False,3,0.2195258868544281,1
2,20260721,5,0.2109068968204749,0.2149008267877069,0.001,719,3595,4.759735584259033,109.2246372540012,9.808945609998773,True,5,0.2149008267877069,0
2,20260721,6,0.2095180467437998,0.2108044547612738,0.001,719,4314,4.4850592613220215,109.03926257799868,9.715076036000028,True,6,0.2108044547612738,0
2,20260721,7,0.2084494915948084,0.2077929410203979,0.001,719,5033,3.782444477081299,109.18493128900082,9.784018116999505,True,7,0.2077929410203979,0
2,20260721,8,0.2062612562199718,0.2130060493928682,0.001,719,5752,4.673397541046143,109.06318611700044,9.674607106999249,False,7,0.2077929410203979,1
2,20260721,9,0.2063937509499073,0.2125413912167495,0.001,719,6471,3.327666997909546,109.15218937399914,9.761445805999756,False,7,0.2077929410203979,2
2,20260721,10,0.2053348252338061,0.208529890844087,0.001,719,7190,3.861401081085205,108.9784408510004,9.746076209999956,False,7,0.2077929410203979,3
2,20260721,11,0.2041974145603643,0.21602792815401,0.0005,719,7909,4.571330547332764,109.0952248479989,9.791176198001269,False,7,0.2077929410203979,4
2,20260721,12,0.2001338697237785,0.207612749342909,0.0005,719,8628,4.403740406036377,109.19010808300118,9.641215645000557,True,12,0.207612749342909,0
2,20260721,13,0.1994674694668647,0.2142879937986868,0.0005,719,9347,3.3125104904174805,109.15718034400015,9.775734079999893,False,12,0.207612749342909,1
2,20260721,14,0.199586245825536,0.20816752633775,0.0005,719,10066,3.109328031539917,109.18469654200088,9.626298089000557,False,12,0.207612749342909,2
2,20260721,15,0.1986350343647298,0.2098084881552217,0.0005,719,10785,3.4899797439575195,108.97348788400086,9.680888290999064,False,12,0.207612749342909,3
2,20260721,16,0.1995008473861857,0.2080342585146227,0.00025,719,11504,2.749363899230957,109.08674862000044,9.769002170000022,False,12,0.207612749342909,4
2,20260721,17,0.1961856071013855,0.2032040070752103,0.00025,719,12223,2.5903263092041016,109.13084009400154,9.65349908600001,True,17,0.2032040070752103,0
2,20260721,18,0.1955799561536101,0.206603002648225,0.00025,719,12942,2.77659010887146,109.09064514999956,9.722364145998654,False,17,0.2032040070752103,1
2,20260721,19,0.1959004633721718,0.2051250390316813,0.00025,719,13661,2.71612286567688,109.13515853399986,9.640421368998432,False,17,0.2032040070752103,2
2,20260721,20,0.1956710820294619,0.20570859233614,0.00025,719,14380,2.615886211395264,109.2056729119995,9.75796574299966,False,17,0.2032040070752103,3
2,20260721,21,0.1951260095760664,0.20720819805047,0.000125,719,15099,2.7383430004119877,109.08494131600128,9.687006705000384,False,17,0.2032040070752103,4
2,20260721,22,0.1934883027352031,0.2083649938332192,0.000125,719,15818,2.722933769226074,109.1954715819993,9.79000996799914,False,17,0.2032040070752103,5
2,20260721,23,0.1931624555845547,0.2050054093842699,0.000125,719,16537,2.600517749786377,109.34441777400023,9.823661997001182,False,17,0.2032040070752103,6
2,20260721,24,0.1931940320112259,0.2047693261996527,0.000125,719,17256,2.649395227432251,109.52574677600025,10.052125174001048,False,17,0.2032040070752103,7
2,20260721,25,0.1929577325688379,0.2052374653172731,6.25e-05,719,17975,2.301075935363769,109.34927494300064,9.792854299001192,False,17,0.2032040070752103,8
2,20260721,26,0.1922380145161185,0.2076349988346975,6.25e-05,719,18694,2.35672926902771,109.39469729700068,9.78332912299993,False,17,0.2032040070752103,9
2,20260721,27,0.1918046449523304,0.2031469577468964,6.25e-05,719,19413,3.124330759048462,109.20098125100048,9.809316220000255,True,27,0.2031469577468964,0
2,20260721,28,0.1917952543931586,0.2033244285445994,6.25e-05,719,20132,3.0361461639404297,109.09779241600154,9.71629327700066,False,27,0.2031469577468964,1
2,20260721,29,0.1916826205591801,0.2001525949675217,6.25e-05,719,20851,2.151891231536865,109.0567343849998,9.670815293000487,True,29,0.2001525949675217,0
2,20260721,30,0.1912713136889586,0.2049084092595049,6.25e-05,719,21570,3.015629529953003,109.14436116499928,9.75201487600134,False,29,0.2001525949675217,1
2,20260721,31,0.1912255220725394,0.2000225490465119,6.25e-05,719,22289,2.3707399368286133,109.18116902200018,9.842056058998423,True,31,0.2000225490465119,0
2,20260721,32,0.1909992811746419,0.2049882427947033,6.25e-05,719,23008,2.4776480197906494,109.3206581100003,9.733076370001072,False,31,0.2000225490465119,1
2,20260721,33,0.1910234728048908,0.2058848714518492,6.25e-05,719,23727,2.26951265335083,109.33666502300002,9.841854550999416,False,31,0.2000225490465119,2
2,20260721,34,0.1910646538573244,0.2033196635810834,6.25e-05,719,24446,2.351358413696289,109.3555450900003,9.696571134001717,False,31,0.2000225490465119,3
2,20260721,35,0.1908505268585975,0.2036065779724866,3.125e-05,719,25165,2.2474582195281982,109.12510518700036,9.799452648001534,False,31,0.2000225490465119,4
2,20260721,36,0.1906030670374817,0.2004298345782121,3.125e-05,719,25884,2.845205307006836,109.15318131700042,9.896860218999793,False,31,0.2000225490465119,5
2,20260721,37,0.1903320397796046,0.2044780308246186,3.125e-05,719,26603,2.3914828300476074,109.30055250899932,9.67674918099874,False,31,0.2000225490465119,6
2,20260721,38,0.1905569216182889,0.2038072583797347,3.125e-05,719,27322,2.3995800018310547,109.18890369200015,9.665305890999662,False,31,0.2000225490465119,7
2,20260721,39,0.1903480372527753,0.2024095763869512,1.5625e-05,719,28041,2.705608367919922,109.16138193400002,9.653795412999898,False,31,0.2000225490465119,8
2,20260721,40,0.1903102056058433,0.2001148213454217,1.5625e-05,719,28760,2.30315375328064,109.3255600679986,9.682108450999294,False,31,0.2000225490465119,9
2,20260721,41,0.1900199724328949,0.2027973526316759,1.5625e-05,719,29479,3.1118738651275635,109.34660226899904,9.696443942999394,False,31,0.2000225490465119,10
3,20260722,1,0.2753211046390861,0.2394855338386271,0.001,719,719,12.393171310424805,108.8522016349998,9.835395052001331,True,1,0.2394855338386271,0
3,20260722,2,0.2301523579418871,0.2185676926941701,0.001,719,1438,18.0515079498291,108.99248791100035,9.719608488998349,True,2,0.2185676926941701,0
3,20260722,3,0.2164142574547026,0.22516945264233,0.001,719,2157,9.327914237976074,108.94151282699931,9.688372126000104,False,2,0.2185676926941701,1
3,20260722,4,0.2151208089315557,0.2200558206867858,0.001,719,2876,10.373441696166992,109.03258518800068,9.616355526000916,False,2,0.2185676926941701,2
3,20260722,5,0.2123192104499985,0.2176134846988381,0.001,719,3595,7.284666538238525,108.86745017200155,9.716569583999444,True,5,0.2176134846988381,0
3,20260722,6,0.2107725413189535,0.2148114478654549,0.001,719,4314,7.108448505401611,109.10784311399948,9.750872868000442,True,6,0.2148114478654549,0
3,20260722,7,0.2080462598434234,0.213785366229542,0.001,719,5033,8.118839263916016,108.92994653200005,9.784699378998994,True,7,0.213785366229542,0
3,20260722,8,0.2068836956061044,0.2149480708493644,0.001,719,5752,5.915092945098877,109.06211360000088,9.622319834999873,False,7,0.213785366229542,1
3,20260722,9,0.2051848188347693,0.2098113153226563,0.001,719,6471,5.307625770568848,108.87055206200056,9.675264038000025,True,9,0.2098113153226563,0
3,20260722,10,0.2045894227889621,0.2177877378795383,0.001,719,7190,4.753823757171631,109.11964455499948,9.892067872999178,False,9,0.2098113153226563,1
3,20260722,11,0.2035648587014269,0.2086766190526814,0.001,719,7909,4.706358432769775,109.03525815800094,9.821787810000387,True,11,0.2086766190526814,0
3,20260722,12,0.2024357247017071,0.2277210740108218,0.001,719,8628,4.992994785308838,108.91086914100016,9.7613274610012,False,11,0.2086766190526814,1
3,20260722,13,0.2028654378139536,0.2069434174527584,0.001,719,9347,5.510412216186523,108.94353738300197,9.684178423001867,True,13,0.2069434174527584,0
3,20260722,14,0.2016026967439073,0.2097235828086866,0.001,719,10066,5.089636325836182,108.79743604800024,9.75196070200036,False,13,0.2069434174527584,1
3,20260722,15,0.2018373230412818,0.2113519681506239,0.001,719,10785,4.683877944946289,108.91378439600156,9.584517653998772,False,13,0.2069434174527584,2
3,20260722,16,0.2010296391034547,0.2134484963071432,0.001,719,11504,2.9529829025268555,108.81111922299895,9.664696495001408,False,13,0.2069434174527584,3
3,20260722,17,0.1995322761013186,0.210553327715278,0.0005,719,12223,3.4894139766693115,108.78771408800094,9.818072472000496,False,13,0.2069434174527584,4
3,20260722,18,0.1972294772108188,0.2091985217398871,0.0005,719,12942,2.604891300201416,108.86297994399864,9.664308947998506,False,13,0.2069434174527584,5
3,20260722,19,0.1967116326318128,0.2089723600241541,0.0005,719,13661,3.3476967811584477,109.00939295500211,9.800543481000204,False,13,0.2069434174527584,6
3,20260722,20,0.1959757263831998,0.2157990406852234,0.0005,719,14380,3.4794013500213623,108.97566419099894,9.647937095000088,False,13,0.2069434174527584,7
3,20260722,21,0.1958905427854498,0.2098815254985181,0.00025,719,15099,2.796055555343628,109.01094995699896,9.91936371400152,False,13,0.2069434174527584,8
3,20260722,22,0.1938427756542481,0.204783107212525,0.00025,719,15818,2.865495204925537,109.06344475399963,9.685066338999604,True,22,0.204783107212525,0
3,20260722,23,0.1934693986839614,0.2075279007951491,0.00025,719,16537,3.3187057971954346,109.02741132099982,9.933686383999884,False,22,0.204783107212525,1
3,20260722,24,0.1933514419256648,0.2075630119326537,0.00025,719,17256,2.2920310497283936,108.9369698800001,9.678835005997826,False,22,0.204783107212525,2
3,20260722,25,0.1931658670463796,0.2068643226377242,0.00025,719,17975,3.0563299655914307,108.92561981600012,9.915413491002257,False,22,0.204783107212525,3
3,20260722,26,0.1924835560680113,0.205590355687091,0.000125,719,18694,2.738847255706787,108.86207001100048,9.762036406002151,False,22,0.204783107212525,4
3,20260722,27,0.1917932562875665,0.2038414288925533,0.000125,719,19413,2.621035099029541,108.81612706099986,9.730621308000991,True,27,0.2038414288925533,0
3,20260722,28,0.1916539651846009,0.201997733509743,0.000125,719,20132,2.609562635421753,108.85371466799916,9.609601137999562,True,28,0.201997733509743,0
3,20260722,29,0.1911636634950133,0.2044087242198039,0.000125,719,20851,3.0918078422546387,108.99409152199952,9.661932459999662,False,28,0.201997733509743,1
3,20260722,30,0.1911075990537117,0.2003416236437902,0.000125,719,21570,3.1227142810821533,108.8567108089992,9.816368693002005,True,30,0.2003416236437902,0
3,20260722,31,0.1906986535989041,0.2062566966512083,0.000125,719,22289,2.8991708755493164,108.97047081099664,9.623803774000407,False,30,0.2003416236437902,1
3,20260722,32,0.1906079908956703,0.2071587142181782,0.000125,719,23008,2.098808765411377,109.08581976099958,9.818413769000472,False,30,0.2003416236437902,2
3,20260722,33,0.1907725716891625,0.2042800980161069,0.000125,719,23727,2.3636698722839355,109.11967967799865,9.698173749002308,False,30,0.2003416236437902,3
3,20260722,34,0.1903806505567951,0.2054057464764637,6.25e-05,719,24446,2.921566963195801,108.99481406300038,9.833030058001896,False,30,0.2003416236437902,4
3,20260722,35,0.190055572206754,0.2004154180240156,6.25e-05,719,25165,2.793529987335205,109.25563383600092,10.117844829001116,False,30,0.2003416236437902,5
3,20260722,36,0.1897108733263163,0.2082269327312102,6.25e-05,719,25884,2.4764480590820312,109.424460723003,9.8284394479997,False,30,0.2003416236437902,6
3,20260722,37,0.1899262687479639,0.2042598889951088,6.25e-05,719,26603,2.5988900661468506,109.2021876200015,9.838413102999766,False,30,0.2003416236437902,7
3,20260722,38,0.1896788488810457,0.2031879787297365,3.125e-05,719,27322,2.7584388256073,109.01205041399952,9.901678613001422,False,30,0.2003416236437902,8
3,20260722,39,0.1893631413435516,0.2004966391801776,3.125e-05,719,28041,2.220763921737671,109.17173038600232,9.779772255998978,False,30,0.2003416236437902,9
3,20260722,40,0.1891566609587251,0.2034206857481074,3.125e-05,719,28760,2.8043363094329834,109.11037788699832,9.799373492001903,False,30,0.2003416236437902,10
