volume_id,paper1_split,paper2_role,assignment_seed,assignment_algorithm,locked,test_designation
file_brain_AXT2_201_2010628,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_201_6002681,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_202_2020022,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_202_2020063,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_202_2020065,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_202_2020127,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_202_2020183,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_202_2020214,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_202_2020261,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_202_2020272,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_202_2020273,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_202_2020297,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_202_2020409,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_202_2020489,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_202_2020500,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_202_2020555,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_202_6000459,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_203_2030092,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_203_2030096,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_203_2030122,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_203_2030196,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_203_2030288,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_203_2030350,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_204_2040009,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_204_2040011,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_204_2040042,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_204_2040073,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_204_2040086,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_205_2050062,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_205_2050080,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_205_2050130,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_205_6000091,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_206_2060013,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_206_2060027,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_206_2060029,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_206_2060058,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_206_2060070,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_206_2060079,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_207_2070090,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_207_2070100,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_207_2070198,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_207_2070249,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_207_2070325,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_207_2070422,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_207_2070458,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_207_2070460,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_207_2070484,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_207_2070500,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_207_2070562,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_207_2070581,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_207_2070590,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_207_2070611,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_207_2070678,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_207_2070690,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_207_2070703,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_207_2070709,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_207_2070716,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_207_2070834,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_208_2080011,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_208_2080050,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_208_2080051,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_208_2080091,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_208_2080099,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_208_2080186,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_208_2080192,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_208_2080277,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_208_2080303,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_208_2080329,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_208_2080333,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_208_2080354,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_208_2080412,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_208_2080445,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_208_2080505,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_208_2080532,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_208_2080591,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_208_2080598,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_208_2080601,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_208_2080630,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_208_2080635,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_208_2080713,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_209_2090030,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_209_2090151,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_209_2090215,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_209_2090266,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_209_2090333,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_209_2090339,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_209_2090358,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_209_6000981,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_209_6000982,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_209_6001025,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_209_6001050,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_209_6001261,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_209_6001328,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_209_6001420,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_209_6001425,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_209_6001432,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_209_6001463,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_210_2100064,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_210_2100075,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_210_2100079,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_210_2100083,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_210_2100201,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_210_2100225,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_210_2100260,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_210_2100343,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_210_6001491,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_210_6001506,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_210_6001515,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_210_6001518,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_210_6001532,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_210_6001546,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_210_6001617,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_210_6001622,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_210_6001678,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_210_6001694,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_210_6001709,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_210_6001711,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_210_6001737,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_210_6001747,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_210_6001763,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_210_6001833,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_210_6001863,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_210_6001928,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_210_6001944,train,D_fit,20260720,width_coil_ilp_slice_balance_v1.0,True,
file_brain_AXT2_200_2000080,test,D_test,20260720,width_coil_ilp_slice_balance_v1.0,True,locked_reused_evaluation_cohort
file_brain_AXT2_200_2000175,test,D_test,20260720,width_coil_ilp_slice_balance_v1.0,True,locked_reused_evaluation_cohort
file_brain_AXT2_200_2000360,test,D_test,20260720,width_coil_ilp_slice_balance_v1.0,True,locked_reused_evaluation_cohort
file_brain_AXT2_200_2000362,test,D_test,20260720,width_coil_ilp_slice_balance_v1.0,True,locked_reused_evaluation_cohort
file_brain_AXT2_200_6001972,test,D_test,20260720,width_coil_ilp_slice_balance_v1.0,True,locked_reused_evaluation_cohort
file_brain_AXT2_200_6002111,test,D_test,20260720,width_coil_ilp_slice_balance_v1.0,True,locked_reused_evaluation_cohort
file_brain_AXT2_200_6002151,test,D_test,20260720,width_coil_ilp_slice_balance_v1.0,True,locked_reused_evaluation_cohort
file_brain_AXT2_200_6002242,test,D_test,20260720,width_coil_ilp_slice_balance_v1.0,True,locked_reused_evaluation_cohort
file_brain_AXT2_200_6002524,test,D_test,20260720,width_coil_ilp_slice_balance_v1.0,True,locked_reused_evaluation_cohort
file_brain_AXT2_201_2010625,test,D_test,20260720,width_coil_ilp_slice_balance_v1.0,True,locked_reused_evaluation_cohort
file_brain_AXT2_202_2020189,test,D_test,20260720,width_coil_ilp_slice_balance_v1.0,True,locked_reused_evaluation_cohort
file_brain_AXT2_203_2030254,test,D_test,20260720,width_coil_ilp_slice_balance_v1.0,True,locked_reused_evaluation_cohort
file_brain_AXT2_203_2030256,test,D_test,20260720,width_coil_ilp_slice_balance_v1.0,True,locked_reused_evaluation_cohort
file_brain_AXT2_203_2030354,test,D_test,20260720,width_coil_ilp_slice_balance_v1.0,True,locked_reused_evaluation_cohort
file_brain_AXT2_205_6000022,test,D_test,20260720,width_coil_ilp_slice_balance_v1.0,True,locked_reused_evaluation_cohort
file_brain_AXT2_207_2070039,test,D_test,20260720,width_coil_ilp_slice_balance_v1.0,True,locked_reused_evaluation_cohort
file_brain_AXT2_207_2070054,test,D_test,20260720,width_coil_ilp_slice_balance_v1.0,True,locked_reused_evaluation_cohort
file_brain_AXT2_207_2070194,test,D_test,20260720,width_coil_ilp_slice_balance_v1.0,True,locked_reused_evaluation_cohort
file_brain_AXT2_207_2070208,test,D_test,20260720,width_coil_ilp_slice_balance_v1.0,True,locked_reused_evaluation_cohort
file_brain_AXT2_207_2070280,test,D_test,20260720,width_coil_ilp_slice_balance_v1.0,True,locked_reused_evaluation_cohort
file_brain_AXT2_207_2070352,test,D_test,20260720,width_coil_ilp_slice_balance_v1.0,True,locked_reused_evaluation_cohort
file_brain_AXT2_207_2070417,test,D_test,20260720,width_coil_ilp_slice_balance_v1.0,True,locked_reused_evaluation_cohort
file_brain_AXT2_207_2070770,test,D_test,20260720,width_coil_ilp_slice_balance_v1.0,True,locked_reused_evaluation_cohort
file_brain_AXT2_207_2070777,test,D_test,20260720,width_coil_ilp_slice_balance_v1.0,True,locked_reused_evaluation_cohort
file_brain_AXT2_207_2070822,test,D_test,20260720,width_coil_ilp_slice_balance_v1.0,True,locked_reused_evaluation_cohort
file_brain_AXT2_208_2080013,test,D_test,20260720,width_coil_ilp_slice_balance_v1.0,True,locked_reused_evaluation_cohort
file_brain_AXT2_208_2080126,test,D_test,20260720,width_coil_ilp_slice_balance_v1.0,True,locked_reused_evaluation_cohort
file_brain_AXT2_208_2080585,test,D_test,20260720,width_coil_ilp_slice_balance_v1.0,True,locked_reused_evaluation_cohort
